master: 	/dev/CMSSW_7_4_0/50nsHLT/V215																																							  1 072.0	±		Hz	STEAM rates evaluated on the Spring'15 samples, corresponding to a luminoity of 5e33 cm⁻²s⁻¹ with the menu
menu:	/frozen/2015/50ns_5e33/v2.1/HLT/V5																																											/dev/CMSSW_7_4_0/50nsGRun/V116
								Old L1		L1 prescales								HLT prescales								Total prescales																		
A	Tau	HLT_DoubleMediumIsoPFTau40_Trk1_eta2p1_Reg_v2	Taus, Higgs H2taus	yes	CMSHLT-73	L1_DoubleTauJet44er OR L1_DoubleJetC72		   1										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	   3.1	±	   0.2	Hz	group: TAU, HIG, EXO, rate: 46Hz at 1.4e34, type: signal, description: Trigger with a pair of Medium Iso PFTaus. The trigger is seeded by pair of L1Tau ot L1JetCen. It is followed by requirement of L2Tau pair (caloJet R=0.2 seeded by L1Tau or L1JetCen) with L2.5 pixel isolation and pair of L3 Taus (PFTau). Version with iterative tracks reconstructed in regions given by L2Taus., TODO: Estimate rate with L1_DoubleIsoTau seeds (should be smaller than current one)
A	Tau	HLT_LooseIsoPFTau50_Trk30_eta2p1_MET120_v2	Taus, Higgs H2taus	yes	CMSHLT-99	L1_ETM70 OR L1_ETM60_NotJet52WdPhi2		   1										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	   6.8	±	   1.5	Hz	group: HIG, TAU. EXO, rate: , 6.3Hz at 1.4e34, type: signal, description: Tau in tau+MET trigger for H+/W'->tau,nu searches
A	Tau	HLT_LooseIsoPFTau50_Trk30_eta2p1_MET80_v2	Tau, HIG	yes	CMSHLT-226 (only for 7e33)	L1_ETM50 OR L1_ETM70 OR L1_ETM60_NotJet52WdPhi2		   1										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz	   31.1	±	   2.1	Hz	group: HIG, TAU. EXO, rate: ~8Hz at 7e33, type: signal, description: Tau in tau+MET trigger for H+/W'->tau,nu searches
A	Tau	HLT_LooseIsoPFTau50_Trk30_eta2p1_v2	Taus, Higgs H2taus	yes	CMSHLT-160 prescale to 1.5Hz	L1_QuadJetC36_TauJet52		   10										   4	   4	   4	   4	   4	   4	   4		0	0	0	0	0	0	0			ms		±		Hz	   1.0	±	   0.1	Hz	group: HIG, TAU, EXO, rate: ??, type: monitoring, description: Single tau trigger seeded by quad-jet+tau seed to monitor MET in tau+MET trigger with ttbar events
A	ZeroBias	HLT_Random_v1		yes	CMSHLT-244	none		   1										   200	   200	   200	   200	   200	   200	   200		0	0	0	0	0	0	0			ms		±		Hz	0	±	0	Hz	
A	ZeroBias	HLT_ZeroBias_v1	TSG	yes	CMSHLT-117	L1_ZeroBias		  5 000										  3 000	  3 000	  3 000	  3 000	  3 000	  3 000	  3 000		0	0	0	0	0	0	0			ms		±		Hz	0	±	0	Hz	
ALCALUMIPIXELS	AlCaLumiPixels	AlCa_LumiPixels_Random_v1	ALCA	yes	CMSHLT-239	none		   1										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz		±		Hz	
ALCALUMIPIXELS	AlCaLumiPixels	AlCa_LumiPixels_ZeroBias_v1	ALCA	yes	CMSHLT-239	L1_ZeroBias		  5 000										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz		±		Hz	
ALCAP0	AlCaP0	AlCa_EcalEtaEBonly_v1	ALCA	yes	CMSHLT-321	L1_HTT125 OR L1_SingleJet128 OR L1_TripleJet_92_76_64 OR L1_QuadJetC40 OR L1_DoubleJetC84 OR L1_SingleIsoEG22er OR L1_DoubleEG_15_10 OR L1_SingleEG25		   1										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz		±		Hz	
ALCAP0	AlCaP0	AlCa_EcalEtaEEonly_v1	ALCA	yes	CMSHLT-321	L1_HTT125 OR L1_SingleJet128 OR L1_TripleJet_92_76_64 OR L1_QuadJetC40 OR L1_DoubleJetC84 OR L1_SingleIsoEG22er OR L1_DoubleEG_15_10 OR L1_SingleEG25		   1										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz		±		Hz	
ALCAP0	AlCaP0	AlCa_EcalPi0EBonly_v1	ALCA	yes	CMSHLT-321	L1_HTT125 OR L1_SingleJet128 OR L1_TripleJet_92_76_64 OR L1_QuadJetC40 OR L1_DoubleJetC84 OR L1_SingleIsoEG22er OR L1_DoubleEG_15_10 OR L1_SingleEG25		   1										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz		±		Hz	
ALCAP0	AlCaP0	AlCa_EcalPi0EEonly_v1	ALCA	yes	CMSHLT-321	L1_HTT125 OR L1_SingleJet128 OR L1_TripleJet_92_76_64 OR L1_QuadJetC40 OR L1_DoubleJetC84 OR L1_SingleIsoEG22er OR L1_DoubleEG_15_10 OR L1_SingleEG25		   1										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz		±		Hz	
ALCAPHISYM	AlCaPhiSym	AlCa_EcalPhiSym_v1	ALCA	yes	CMSHLT-276	L1_ZeroBias		  5 000										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz		±		Hz	
Calibration	TestEnablesEcalHcal	HLT_EcalCalibration_v1	ECAL	yes	CMSHLT-281	none		   1										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz		±		Hz	
Calibration	TestEnablesEcalHcal	HLT_HcalCalibration_v1	HCAL	yes	CMSHLT-306	none		   1										   1	   1	   1	   1	   1	   1	   1		0	0	0	0	0	0	0			ms		±		Hz		±		Hz	
DQM	OnlineMonitor	HLT_Activity_Ecal_SC7_v1	ECAL	yes	CMSHLT-252, CMSHLT-378	L1_ZeroBias		  5 000										  6 500	  6 500	  6 500	  6 500	  6 500	  6 500	  6 500		0	0	0	0	0	0	0			ms		±		Hz	0	±	0	Hz	The request is to increase the rate of this path to 10 Hz for the 50ns ramp up period
DQM	OnlineMonitor	HLT_AK8DiPFJet280_200_TrimMass30_BTagCSV0p45_v2	B2G	yes	CMSHLT-148, mod. CMSHLT-204, CMSHLT-274, CMSHLT-405	L1_SingleJet176 OR L1_SingleJet200		   1										   10	   10	   10	   10	   10	   10	   10		0	0	0	0	0	0	0			ms		±		Hz		±		Hz	group: B2G PAG, rate: 29 Hz at L=1.4E34 (PU40bx25), type: signal, description: developed for boosted dijet signals, specifically single production VLQ (e.x. T'->bW)
DQM	OnlineMonitor	HLT_AK8PFHT700_TrimR0p1PT0p03Mass50_v2	B2G	yes	CMSHLT-121, mod. CMSHLT-179, CMSHLT-204	L1_HTT150 OR L1_HTT175		   1										   10	   10	   10	   10	   10	   10	   10		0	0	0	0	0	0	0			ms		±		Hz	   17.0	±	   0.5	Hz	Group: B2G, Rate: 42Hz total for PU40bx25 (11 Hz exclusive), Type: Signal, Approval presentation: September 18 https://indico.cern.ch/event/338608/contribution/3/material/slides/0.pdf, Anchor Table: /dev/CMSSW_7_2_1/HLT/V116, Description: Minimum requirement for AK8 jets for HT calculation: pt > 150 GeV and | eta | < 2.5. Then, AK8PFHT at 850 GeV with an additional selection in the leading jet trimmed mass of 50 GeV. Trimming parameters are shown in the name: rFilt = 0.1 and ptFrac = 0.03.
DQM	OnlineMonitor	HLT_AK8PFJet360_TrimMass30_v2	B2G	yes	CMSHLT-101, mod. CMSHLT-204, CMSHLT-274	L1_SingleJet176 OR L1_SingleJet200		   1										   10	   10	   10	   10	   10	   10	   10		0	0	0	0	0	0	0			ms		±		Hz	   10.7	±	   1.3	Hz	Group: B2G
DQM	OnlineMonitor	HLT_BTagMu_DiJet110_Mu5_v2	BTV	yes	CMSHLT-144	L1_Mu3_JetC52_WdEtaPhi2		   5										   10	   10	   10	   10	   10	   10	   10		0	0	0	0	0	0	0			ms		±		Hz	   16.9	±	   0.5	Hz	
DQM	OnlineMonitor	HLT_BTagMu_DiJet20_Mu5_v2	BTV	yes	CMSHLT-144, CMSHLT-363	L1_Mu3_JetC16_WdEtaPhi2		   50										   10	   10	   10	   10	   10	   10	   10		0	0	0	0	0	0	0			ms		±		Hz	   64.0	±	   1.0	Hz	
DQM	OnlineMonitor	HLT_BTagMu_DiJet40_Mu5_v2	BTV	yes	CMSHLT-144	L1_Mu3_JetC16_WdEtaPhi2		   50										   10	   10	   10	   10	   10	   10	   10		0	0	0	0	0	0	0			ms		±		Hz	   28.3	±	   0.5	Hz	
DQM	OnlineMonitor	HLT_BTagMu_DiJet70_Mu5_v2	BTV	yes	CMSHLT-144, CMSHLT-363	L1_Mu3_JetC52_WdEtaPhi2		   5										   20	   20	   20	   20	   20	   20	   20		0	0	0	0	0	0	0			ms		±		Hz	   31.9	±	   0.3	Hz	
DQM	OnlineMonitor	HLT_BTagMu_Jet300_Mu5_v2	BTV	yes	CMSHLT-144	L1_SingleJet200		   1										   10	   10	   10	   10	   10	   10	   10		0	0	0	0	0	0	0			ms		±		Hz	   2.5	±	   0.0	Hz	
DQM	OnlineMonitor	HLT_CaloJet500_NoJetID_v2	EXO	yes	CMSHLT-141	L1_SingleJet128 OR L1_SingleJet176 OR L1_SingleJet200		   1										   10	   10	   10	   10	   10	   10	   10		0	0	0	0	0	0	0			ms		±		Hz	   8.6	±	   1.5	Hz	Rate: Estimated to be around 11 Hz at 1.4E34, for jet pt threshold of 500 GeV, Goal: Safety trigger for Jets, Description: Single CaloJet with pt > 500 GeV, no jet ID
DQM	OnlineMonitor	HLT_CaloMET200_NoiseCleaned_v2	EXO	yes	CMSHLT-277	L1_ETM50 OR L1_ETM60 OR L1_ETM70		   1										   10	   10	   10	   10	   10	   10	   10		0	0	0	0	0	0	0			ms		±		Hz	   1.7	±	   0.8	Hz	group: Exotica (monojet), type: backup, menu: 5e33, 7e33, 1.4e34, description: Backup path in case of tracking/pflow failures..
DQM	OnlineMonitor	HLT_CaloMHTNoPU90_PFMET90_PFMHT90_IDTight_BTagCSV0p72_v1	Higgs Hbb	yes	CMSHLT-128, mod CMSHLT-333, CMSHLT-405	L1_ETM70 OR L1_ETM60_NotJet52WdPhi2 OR L1_DoubleJetC56_ETM60		   1										   10	   10	   10	   10	   10	   10	   10		0	0	0	0	0	0	0			ms		±		Hz		±		Hz	group: HIG (Hbb)
DQM	OnlineMonitor	HLT_CaloMHTNoPU90_PFMET90_PFMHT90_IDTight_v1	Higgs Hbb	yes	CMSHLT-128, mod CMSHLT-333	L1_ETM70 OR L1_ETM60_NotJet52WdPhi2 OR L1_DoubleJetC56_ETM60		   1										   250	   250	   250	   250	   250	   250	   250		0	0	0	0	0	0	0			ms		±		Hz	   0.4	±	   0.1	Hz	group: HIG (Hbb)
DQM	OnlineMonitor	HLT_DiCentralPFJet55_PFMET110_NoiseCleaned_v1	SUSY	yes	CMSHLT-146, mod CMSHLT-356	L1_ETM60 OR L1_ETM70		   1										   10	   10	   10	   10	   10	   10	   10		0	0	0	0	0	0	0			ms		±		Hz	   5.1	±	   1.0	Hz	group: SUSY, type: signal, description: trigger to extend accessible phase space for hadronic analyses. Calo filters are applied on jets and MET.
DQM	OnlineMonitor	HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v2	Higgs	yes	CMSHLT-147, mod CMSHLT-331	L1_DoubleMu7_EG7		   1										   10	   10	   10	   10	   10	   10	   10		0	0	0	0	0	0	0			ms		±		Hz	   1.7	±	   0.1	Hz	group : HIG, type : signal, description : non-isolated dimuon+electron path, designed for H->ZZ*->2e2mu
DQM	OnlineMonitor	HLT_Dimuon0_Jpsi_Muon_v1	BPH	yes	CMHSLT-155	L1_TripleMu0		   1										   10	   10	   10	   10	   10	   10	   10		0	0	0	0	0	0	0			ms		±		Hz	   12.1	±	   2.2	Hz	
DQM	OnlineMonitor	HLT_Dimuon0_Phi_Barrel_v1	BPH	yes	CMSHLT-211 (only for 7e33)	L1_DoubleMu0_Eta1p6_WdEta18		   1										   10	   10	   10	   10	   10	   10	   10		0	0	0	0	0	0	0			ms		±		Hz	   13.6	±	   2.0	Hz	group: BPH, - exp rate at 7E33: 12.5 Hz, - type: signal, - description: Quarkonia
DQM	OnlineMonitor	HLT_Dimuon0_Upsilon_Muon_v1	BPH	yes	CMHSLT-155	L1_TripleMu0		   1										   10	   10	   10	   10	   10	   10	   10		0	0	0	0	0	0	0			ms		±		Hz	   5.1	±	   1.2	Hz	
DQM	OnlineMonitor	HLT_Dimuon0er16_Jpsi_NoOS_NoVertexing_v1	BPH	yes	CMSHLT-145	L1_DoubleMu0_Eta1p6_WdEta18		   1										   500	   500	   500	   500	   500	   500	   500		0	0	0	0	0	0	0			ms		±		Hz	   1.7	±	   0.8	Hz	group: BPH, muon, - rate: 8.8 Hz, - type: signal, - approval: http://indico.cern.ch/getFile.py/access?subContId=2&contribId=1&resId=0&materialId=slides&confId=179432, - description: Jpsi displaced path for all B-Physics analyses. Control path for Bs->mumu
DQM	OnlineMonitor	HLT_Dimuon0er16_Jpsi_NoVertexing_v1	BPH	yes	CMSHLT-145	L1_DoubleMu0_Eta1p6_WdEta18_OS		   1										   500	   500	   500	   500	   500	   500	   500		0	0	0	0	0	0	0			ms		±		Hz	   1.4	±	   0.7	Hz	
DQM	OnlineMonitor	HLT_Dimuon10_Jpsi_Barrel_v1	BPH	yes	CMSHLT-211 (only for 7e33)	L1_DoubleMu0_Eta1p6_WdEta18		   1										   50	   50	   50	   50	   50	   50	   50		0	0	0	0	0	0	0			ms		±		Hz	   9.0	±	   1.8	Hz	
DQM	OnlineMonitor	HLT_Dimuon13_PsiPrime_v1	BPH	yes	CMSHLT-82	L1_DoubleMu_10_0_WdEta18		   1										   10	   10	   10	   10	   10	   10	   10		0	0	0	0	0	0	0			ms		±		Hz	   4.5	±	   1.2	Hz	group: BPH, muon, - rate: 8.8 Hz, - type: signal, - approval: http://indico.cern.ch/getFile.py/access?subContId=2&contribId=1&resId=0&materialId=slides&confId=179432, - description: Jpsi displaced path for all B-Physics analyses. Control path for Bs->mumu
DQM	OnlineMonitor	HLT_Dimuon13_Upsilon_v1	BPH	yes	CMSHLT-82	L1_DoubleMu_10_0_WdEta18		   1										   10	   10	   10	   10	   10	   10	   10		0	0	0	0	0	0	0			ms		±		Hz	   4.6	±	   1.0	Hz	group: BPH, muon, - rate: 8.8 Hz, - type: signal, - approval: http://indico.cern.ch/getFile.py/access?subContId=2&contribId=1&resId=0&materialId=slides&confId=179432, - description: Jpsi displaced path for all B-Physics analyses. Control path for Bs->mumu
DQM	OnlineMonitor	HLT_Dimuon16_Jpsi_v1	BPH	yes	CMSHLT-211 (only for 7e33)	L1_DoubleMu_10_0_WdEta18		   1										   10	   10	   10	   10	   10	   10	   10		0	0	0	0	0	0	0			ms		±		Hz	   20.1	±	   2.3	Hz	group: BPH, - exp rate at 7E33: 21.5 Hz, - type: signal, - description: Quarkonia
DQM	OnlineMonitor	HLT_Dimuon20_Jpsi_v1	BPH	yes	CMSHLT-82	L1_DoubleMu_10_0_WdEta18		   1										   10	   10	   10	   10	   10	   10	   10		0	0	0	0	0	0	0			ms		±		Hz	   10.2	±	   1.4	Hz	group: BPH, muon, - rate: 8.8 Hz, - type: signal, - approval: http://indico.cern.ch/getFile.py/access?subContId=2&contribId=1&resId=0&materialId=slides&confId=179432, - description: Jpsi displaced path for all B-Physics analyses. Control path for Bs->mumu
DQM	OnlineMonitor	HLT_Dimuon6_Jpsi_NoVertexing_v1	BPH	yes	CMSHLT-145	L1_DoubleMu0		   250										   10	   10	   10	   10	   10	   10	   10		0	0	0	0	0	0	0			ms		±		Hz	   0.1	±	   0.0	Hz	
DQM	OnlineMonitor	HLT_Dimuon8_PsiPrime_Barrel_v1	BPH	yes	CMSHLT-211 (only for 7e33)	L1_DoubleMu0_Eta1p6_WdEta18		   1										   10								0									ms		±		Hz	   5.5	±	   1.4	Hz	group: BPH, - exp pure rate at 7E33: 2.5 Hz, - type: signal, - description: Quarkonia
DQM	OnlineMonitor	HLT_Dimuon8_Upsilon_Barrel_v1	BPH	yes	CMSHLT-211 (only for 7e33)	L1_DoubleMu0_Eta1p6_WdEta18		   1										   20	   20	   20	   20	   20	   20	   20		0	0	0	0	0	0	0			ms	±				   2.8	±	   1.3	Hz	
DQM	OnlineMonitor	HLT_DiPFJet40_DEta3p5_MJJ600_PFMETNoMu140_v2	Higgs	yes	CMSHLT-137	L1_ETM60 OR L1_ETM70		   1										   10	   10	   10	   10	   10	   10	   10		0	0	0	0	0	0	0			ms		±		Hz	   0.5	±	   0.0	Hz	group: HIG, rate: 4.5 Hz (@ L=1.4e34), type: signal, description: VBF H(invisible) baseline signal trigger
DQM	OnlineMonitor	HLT_DiPFJet40_DEta3p5_MJJ600_PFMETNoMu80_v2	Higgs	yes	CMSHLT-137	L1_ETM50		   500										   10	   10	   10	   10	   10	   10	   10		0	0	0	0	0	0	0			ms		±		Hz	   0.1	±	   0.0	Hz	group: HIG, description: VBF H(invisible) trigger
DQM	OnlineMonitor	HLT_DiPFJetAve100_HFJEC_v2		yes	CMSHLT-133	L1_SingleJet68		  20 000										  7 500	  7 500	  7 500	  7 500	  7 500	  7 500	  7 500		0	0	0	0	0	0	0			ms		±		Hz	0	±	0	Hz	Double jet ptAve path for HFJEC determination
DQM	OnlineMonitor	HLT_DiPFJetAve140_v1	JetMET	yes	CMSHLT-392	L1_SingleJet92		  2 000										   10	   10	   10	   10	   10	   10	   10		0	0	0	0	0	0	0			ms		±		Hz	   0.7	±	   0.0	Hz	
DQM	OnlineMonitor	HLT_DiPFJetAve160_HFJEC_v2	JetMET	yes	CMSHLT-133	L1_SingleJet128		   1										   240	   240	   240	   240	   240	   240	   240		0	0	0	0	0	0	0			ms		±		Hz	   2.8	±	   0.1	Hz	Double jet ptAve path for HFJEC determination
DQM	OnlineMonitor	HLT_DiPFJetAve200_v1	JetMET	yes	CMSHLT-392	L1_SingleJet128		   1										  2 500	  2 000	  1 500	  1 000	   500	   250	   130		0	0	0	0	0	0	0			ms		±		Hz	   1.0	±	   0.0	Hz	
DQM	OnlineMonitor	HLT_DiPFJetAve220_HFJEC_v2	JetMET	yes	CMSHLT-133	L1_SingleJet176		   1										   10	   10	   10	   10	   10	   10	   10		0	0	0	0	0	0	0			ms		±		Hz	   9.0	±	   0.1	Hz	Double jet ptAve path for HFJEC determination
DQM	OnlineMonitor	HLT_DiPFJetAve260_v1	JetMET	yes	CMSHLT-392	L1_SingleJet128 OR L1_SingleJet176		   1										   850	   680	   510	   340	   170	   90	   40		0	0	0	0	0	0	0			ms		±		Hz	   1.0	±	   0.2	Hz	
DQM	OnlineMonitor	HLT_DiPFJetAve300_HFJEC_v2	JetMET	yes	CMSHLT-133	L1_SingleJet176		   1										   10	   10	   10	   10	   10	   10	   10		0	0	0	0	0	0	0			ms		±		Hz	   1.0	±	   0.0	Hz	Double jet ptAve path for HFJEC determination
DQM	OnlineMonitor	HLT_DiPFJetAve320_v1	JetMET	yes	CMSHLT-392	L1_SingleJet128 OR L1_SingleJet176		   1										   150	   120	   90	   60	   30	   20	   10		0	0	0	0	0	0	0			ms		±		Hz	   1.6	±	   0.0	Hz	
DQM	OnlineMonitor	HLT_DiPFJetAve40_v1	JetMET	yes	CMSHLT-392	L1_ZeroBias		  5 000										   250	   200	   150	   100	   50	   20	   10		0	0	0	0	0	0	0			ms		±		Hz	0	±	0	Hz	
DQM	OnlineMonitor	HLT_DiPFJetAve400_v1	JetMET	yes	CMSHLT-392	L1_SingleJet128 OR L1_SingleJet176		   1										   50	   40	   30	   20	   10	   10	   10		0	0	0	0	0	0	0			ms		±		Hz	   2.2	±	   0.5	Hz	
DQM	OnlineMonitor	HLT_DiPFJetAve500_v1	JetMET	yes	CMSHLT-392	L1_SingleJet128 OR L1_SingleJet176		   1										   10	   10	   10	   10	   10	   10	   10		0	0	0	0	0	0	0			ms		±		Hz	   6.2	±	   1.5	Hz	
DQM	OnlineMonitor	HLT_DiPFJetAve60_HFJEC_v2		yes	CMSHLT-133	L1_SingleJet36		  262 139										  112 500	  112 500	  112 500	  112 500	  112 500	  112 500	  112 500		0	0	0	0	0	0	0			ms		±		Hz	0	±	0	Hz	Double jet ptAve path for HFJEC determination
DQM	OnlineMonitor	HLT_DiPFJetAve60_v1	JetMET	yes	CMSHLT-392	L1_ZeroBias		  5 000										   10	   10	   10	   10	   10	   10	   10		0	0	0	0	0	0	0			ms		±		Hz	0	±	0	Hz	
